gene,spearman_r,p_value,n_samples
SENP7,0.355,7.706543039967278e-06,151
SH2D3C,0.355,0.0017766497247457091,75
ZNHIT3,0.3549,7.491866103291431e-05,119
ZC3H3,0.3549,0.00015268526216290088,109
FAM169A,0.3548,4.769528920917336e-06,158
SGCE,0.3547,7.576232210742978e-05,119
CDK11A,0.3547,1.4841703157341517e-05,142
DHX40,0.3547,4.824848685277684e-06,158
MAPK14,0.3547,4.814493269054198e-06,158
SLC30A9,0.3546,4.847075447684255e-06,158
MCU,0.3546,4.8468962487502764e-06,158
AMFR,0.3545,8.557791065404698e-06,150
SF3B6,0.3545,4.8878033751669655e-06,158
DPM3,0.3545,4.884395940025193e-06,158
ARHGEF7,0.3545,4.8943992692379755e-06,158
ATG16L1,0.3545,4.86727816750432e-06,158
ZFYVE27,0.3543,2.6734700188787252e-05,134
BRD4,0.3543,4.937756228967793e-06,158
NAGPA,0.3542,4.7172045900533186e-05,126
GCAT,0.3541,0.0010237563192740807,83
TFIP11,0.3541,5.022532661582395e-06,158
FAM171A2,0.354,0.0011041223224673537,82
NUP214,0.354,5.041519902612655e-06,158
ERVK3-1,0.3539,5.061772391258436e-06,158
COX7B,0.3539,5.063716004235975e-06,158
CENPA,0.3538,0.09772454155290557,23
RAD23B,0.3536,5.1812255858692206e-06,158
FAM241B,0.3535,8.470475958710287e-06,151
BCL3,0.3534,2.6172396283404176e-05,135
DENND6A,0.3534,5.2583501799673245e-06,158
TTC37,0.3534,5.2349524377854986e-06,158
TMED5,0.3533,5.268064873451692e-06,158
PXMP4,0.3533,0.040398263060714826,34
NDUFB2,0.3531,8.682739514400541e-06,151
ARPIN,0.3531,1.7475693119757466e-05,141
SEC24C,0.353,5.39269721424363e-06,158
DDO,0.3529,0.0008587601887012432,86
LST1,0.3529,0.16465797331641724,17
TACO1,0.3529,5.432217426229011e-06,158
AC093323.1,0.3528,0.007105093003572192,57
STRN4,0.3527,5.498357378520047e-06,158
CLMP,0.3527,0.04411522310631198,33
USP36,0.3526,9.002414019197616e-06,151
ACOT8,0.3525,5.580348418336394e-06,158
RFT1,0.352,5.744507772300616e-06,158
UBP1,0.352,5.766805985752711e-06,158
CYP2W1,0.3516,0.07206579768680543,27
NDUFB1,0.3516,5.893493766642725e-06,158
PGGHG,0.3514,5.9637789529614945e-06,158
MARCHF5,0.3513,6.0241935302365745e-06,158
PICK1,0.3511,1.0597263838355608e-05,150
RPUSD4,0.3509,1.859357279125684e-05,142
ARHGAP24,0.3509,6.1814193528356045e-06,158
TSR3,0.3508,6.200943221931966e-06,158
FBXO7,0.3508,6.226919670947058e-06,158
FAM110A,0.3507,5.2962447218727395e-05,127
YWHAB,0.3506,6.291027280426539e-06,158
ZNF513,0.3505,0.09310613194159674,24
SYVN1,0.3504,6.366496133102854e-06,158
TULP3,0.3504,0.0003063079329629903,102
ZNF827,0.3504,0.00061624238508555,92
COPB2,0.3504,6.36022330610524e-06,158
CAMKK2,0.3504,6.363560741539232e-06,158
