gene,spearman_r,p_value,n_samples
PRKDC,0.5366,3.162908800493284e-10,119
EHD1,0.5365,3.190025209191399e-10,119
UTP23,0.5365,3.190597925596287e-10,119
SPOUT1,0.5364,3.2206339894593137e-10,119
FSD1,0.5364,0.00014573321293568164,45
PWWP3A,0.5364,2.1034897673324e-08,95
PELI1,0.5364,0.0010746683517651092,34
KRCC1,0.5361,4.2032188000606436e-05,52
FBXO30,0.5361,3.3016021153975337e-10,119
CCDC85A,0.5361,0.0013013601941493547,33
DPH6,0.536,3.345682514745498e-10,119
P4HB,0.5358,3.414722214669609e-10,119
HM13,0.5357,3.428147045271179e-10,119
TDRD12,0.5357,0.0013147581625893212,33
IGKV3-20,0.5357,3.4390717607910817e-10,119
NUDCD3,0.5357,3.4383848721375653e-10,119
ZW10,0.5357,3.4222865697533266e-10,119
OCIAD2,0.5356,3.457906363294201e-10,119
DAPK1,0.5356,3.456290282355365e-10,119
E2F5,0.5356,8.218717161709392e-10,114
SLC27A3,0.5356,3.4697538723523624e-10,119
SIPA1,0.5355,3.4905040977079365e-10,119
AIFM1,0.5355,3.5040136181202734e-10,119
QRICH1,0.5354,3.5246995392040644e-10,119
PANK3,0.5354,3.516811245410976e-10,119
ANP32A,0.5352,3.599933039211305e-10,119
H6PD,0.5352,3.595410022349704e-10,119
SP6,0.5352,1.9381475076576072e-08,96
STXBP5,0.535,3.64868722247215e-10,119
JPH2,0.5348,1.0959445927754669e-06,73
MYBL2,0.5348,0.0011199024880857325,34
RAB25,0.5347,3.7703373875712117e-10,119
TAPT1,0.5347,3.7630742704741654e-10,119
GATA6,0.5347,0.005889513088937128,25
MTMR14,0.5347,3.7555506375322244e-10,119
SCD5,0.5347,5.027479089977445e-09,104
GCHFR,0.5347,3.7718703780644183e-10,119
ABCC1,0.5346,3.8046288315915233e-10,119
ACAD10,0.5345,3.8090769583493383e-10,119
PPFIA1,0.5344,3.8636433680807586e-10,119
ADAT2,0.5344,3.843319482023404e-10,119
PGP,0.5343,3.8898641698464547e-10,119
HSD3B7,0.5342,3.91741411608133e-10,119
IRF8,0.5342,3.916254704943856e-10,119
ABCD1,0.5341,3.963399988705563e-10,119
P2RX4,0.5341,3.970036293782884e-10,119
RBM15,0.534,4.010832806770902e-10,119
PON2,0.5339,4.0223968779641697e-10,119
COCH,0.5339,1.5980770152136613e-09,111
RRS1,0.5338,4.085451209593656e-10,119
ATP6V0D1,0.5337,4.1245104023555156e-10,119
WWC2,0.5336,4.131236308324595e-10,119
ETHE1,0.5336,4.1446151833703784e-10,119
ARHGAP45,0.5335,4.169839169076618e-10,119
PMAIP1,0.5335,0.022588029798321363,18
WDR75,0.5335,4.1719511598993436e-10,119
LAMA1,0.5334,6.20439893808455e-08,90
GOPC,0.5334,4.237701742391767e-10,119
CHRDL1,0.5332,1.1955570869143007e-06,73
