gene,spearman_r,p_value,n_samples
CCDC137,0.3646,0.05642292067948033,28
HBD,0.3644,0.04774879611538411,30
GANAB,0.3643,0.18191025904581395,15
MATN3,0.3643,0.18191025904581395,15
CCT3,0.3643,0.04782029938619667,30
DDX54,0.3643,0.18191025904581395,15
SPN,0.3641,0.06190726463589661,27
VEGFA,0.3639,0.06207859506246859,27
IRF2,0.3638,0.048113641737974715,30
HEXA,0.3638,0.048113641737974715,30
IGLV2-8,0.3637,0.04816715069766343,30
TERF2IP,0.3637,0.04820725307845835,30
MPG,0.3637,0.048180460098592996,30
ERCC6,0.3636,0.04826084765237056,30
APOE,0.3633,0.04843526099109192,30
C1GALT1,0.3632,0.04852943595014937,30
TOP3B,0.3632,0.04852943595014937,30
C1QA,0.3632,0.048556331861576124,30
LCLAT1,0.363,0.04867793145881085,30
PTMS,0.3628,0.04875850889875157,30
RPSA,0.3628,0.04875850889875157,30
ELF1,0.3628,0.04879926619856742,30
CCPG1,0.3627,0.048867066542229845,30
HACL1,0.3626,0.048921130611289415,30
JUN,0.3625,0.04900224784174163,30
PDP1,0.3624,0.049056340040641765,30
GOPC,0.3623,0.049151606071413764,30
GTPBP3,0.3623,0.08193381150543325,24
UTP3,0.3621,0.0492741857207193,30
CMIP,0.362,0.04934266966638973,30
COPS7B,0.362,0.049301325055228065,30
PDZRN3,0.362,0.04935561207437316,30
ECSIT,0.3619,0.04936984942266641,30
SEC11A,0.3616,0.04962908725332734,30
UBN1,0.3611,0.04990382017106991,30
SLC7A6OS,0.3609,0.06438071978443312,27
RPP21,0.3603,0.12971249452581826,19
BICRAL,0.3602,0.050539666718081334,30
MTG2,0.3601,0.05063754684613906,30
PRDX3,0.3601,0.050609970472027595,30
NFX1,0.36,0.05070798834826989,30
KTN1,0.36,0.050680371009768584,30
SPACA9,0.3598,0.1302558070462457,19
NLRX1,0.3598,0.05081848445240306,30
GSTM4,0.3597,0.05087374850723391,30
GTPBP1,0.3595,0.051003133218122616,30
THOC1,0.3595,0.051015415279915655,30
MRM3,0.3592,0.05125299031519405,30
IGHV3-13,0.3592,0.08472796181414337,24
RBM39,0.3592,0.05122521784412744,30
CASP7,0.3591,0.0512807654178271,30
CD2,0.3591,0.06584720853006687,27
ARL6IP6,0.359,0.051407771949643154,30
DHX38,0.359,0.0513799503968884,30
ANKS1A,0.3588,0.051535052401737495,30
EDF1,0.3587,0.051590796322802175,30
NGDN,0.3582,0.0519302816468349,30
ZNF598,0.3582,0.0519302816468349,30
TBC1D19,0.3582,0.208498124790767,14
SERPINB6,0.3581,0.05200258097268755,30
TFAP2A,0.3581,0.14452928966155032,18
C19orf47,0.3576,0.05233266500952559,30
PASK,0.3576,0.052372360231993785,30
TM9SF4,0.3574,0.05250162140429613,30
VIP,0.3574,0.10245166957794666,22
DENND5B,0.3573,0.25424587401619897,12
LONP2,0.357,0.052817503146454586,30
RAB14,0.3569,0.05289107256662996,30
FXR1,0.3567,0.05297600582965124,30
VMAC,0.3567,0.057547629239035385,29
HDAC2,0.3567,0.05297600582965124,30
RASSF10,0.3566,0.2551377517589572,12
TMEM167A,0.3566,0.05304980256976475,30
TRIM37,0.3566,0.06788755170921426,27
ARID1A,0.3564,0.0531916170890134,30
PIK3IP1,0.3562,0.1468019870148677,18
RETREG3,0.3561,0.05344274642484878,30
TPR,0.3561,0.05339684738639614,30
UPF3A,0.356,0.05348223221750912,30
KRT20,0.3559,0.25616023692406037,12
COL5A3,0.3558,0.05367080494560926,30
