gene,spearman_r,p_value,n_samples
CEP250,0.6382,5.411298231169839e-13,102
TMX1,0.6381,5.468083845025764e-13,102
SCNM1,0.6381,1.2565680027059916e-09,73
MTX1,0.6381,5.426240282340204e-13,102
SMAD1,0.638,5.482321218358146e-13,102
SUMO2,0.638,5.534232932233043e-13,102
USP6NL,0.6379,5.558682034913241e-13,102
PHLPP1,0.6379,1.155520296940322e-10,82
PHC2,0.6378,5.658906942207849e-13,102
KIF1C,0.6378,5.615347370115105e-13,102
EHMT1,0.6378,5.60807050470374e-13,102
KDM1A,0.6378,5.602766585940403e-13,102
MTFMT,0.6377,2.1574480928203235e-12,97
MYO9B,0.6376,5.74388925812423e-13,102
ABI2,0.6376,5.733743310448891e-13,102
TSFM,0.6376,5.782736860945805e-13,102
MCM7,0.6376,5.777936021055541e-13,102
PI4K2A,0.6376,5.725762631490211e-13,102
IGLV7-43,0.6376,5.78154392876356e-13,102
CRISPLD2,0.6375,5.794618879371651e-13,102
PUM3,0.6375,5.792499418672077e-13,102
GPRC5A,0.6375,5.791410155124809e-13,102
REPIN1,0.6375,5.797877124203691e-13,102
PRKD2,0.6375,5.819604827879781e-13,102
CUL2,0.6374,5.867413890555739e-13,102
ACOX2,0.6374,5.908116336580684e-13,102
PGAP1,0.6374,5.852351870889099e-13,102
S100A8,0.6373,5.935468358493876e-13,102
ENO1,0.6373,5.977234091628154e-13,102
FGFBP2,0.6373,9.305783435070115e-11,83
GLRX5,0.6372,6.043126969624298e-13,102
MAPKAPK2,0.6372,6.010382646574243e-13,102
TM9SF2,0.6371,6.102874917677001e-13,102
CEP131,0.6371,6.089077151857252e-13,102
PILRA,0.6371,6.049543592842283e-13,102
POLR1C,0.6371,6.066323907870544e-13,102
CHSY1,0.637,6.159378852135126e-13,102
GTPBP2,0.637,6.167993953873631e-13,102
DNAJC5,0.637,6.137906068221837e-13,102
GSDMA,0.6369,6.206890715031349e-13,102
TSPAN33,0.6369,4.49770829897558e-08,60
PLTP,0.6369,6.211070471166221e-13,102
DENND4A,0.6368,0.0033660701999244803,19
TENM2,0.6368,2.3667166192106807e-12,97
PAFAH1B1,0.6368,6.248957677368075e-13,102
SUPV3L1,0.6368,6.302064221796972e-13,102
IVD,0.6367,6.364813437007568e-13,102
NVL,0.6367,6.329542526977681e-13,102
PADI2,0.6366,6.38778816467949e-13,102
ZFP36L2,0.6366,6.416002555789422e-13,102
FMN1,0.6365,6.453881646610183e-13,102
GSTM4,0.6365,6.509016431298174e-13,102
RIPOR1,0.6365,6.48112322033958e-13,102
HECW2,0.6364,6.540305066127206e-13,102
GPR68,0.6364,0.04791172612997544,10
CD79B,0.6364,0.04791172612997544,10
ESS2,0.6363,6.635054576645845e-13,102
LDAH,0.6363,6.595042487635339e-13,102
TNFAIP8L2,0.6362,6.68665093735315e-13,102
HERC4,0.6362,6.685536508569982e-13,102
SPRYD4,0.6362,6.689819867561647e-13,102
HACD2,0.6361,6.785906986949575e-13,102
KCTD14,0.6361,6.747267371180055e-13,102
ITGA8,0.6359,6.904606743347242e-13,102
UBTF,0.6359,6.907136963483689e-13,102
CCDC43,0.6358,6.982091530574279e-13,102
LZTFL1,0.6358,6.998832721278605e-13,102
STOM,0.6357,7.075944166332465e-13,102
PAK6,0.6357,7.594607732103177e-12,93
DNAAF2,0.6356,7.189774564408949e-13,102
HLA-E,0.6356,7.150482802001348e-13,102
VEZF1,0.6356,7.171597996763755e-13,102
DNALI1,0.6355,7.22820916410453e-13,102
FOXO3,0.6355,7.21862932869931e-13,102
SLAIN1,0.6354,2.936377294385968e-11,88
RPL22L1,0.6353,2.7428349783927895e-12,97
SGTB,0.6352,7.47195672351741e-13,102
MEX3A,0.635,4.278242824214442e-10,78
TRIM7,0.635,2.5001433181390537e-07,54
TUFT1,0.635,0.0046350155328258105,18
ZDHHC5,0.635,7.665172857803676e-13,102
CCN4,0.635,4.616523898193206e-09,69
ALKBH2,0.635,2.5067291648721913e-10,80
ADO,0.635,7.654495174643348e-13,102
GALK2,0.6349,7.715516195507114e-13,102
CCR6,0.6348,4.3275166777121946e-10,78
CD83,0.6348,6.124532169745806e-09,68
ZNF281,0.6348,7.826477995295501e-13,102
NOL11,0.6347,7.859870800592363e-13,102
OARD1,0.6347,7.920868163177261e-13,102
C5orf22,0.6347,7.857204771529693e-13,102
EML2,0.6347,7.896679863819684e-13,102
