gene,spearman_r,p_value,n_samples
PITHD1,0.0179,0.9496353041738619,15
MANF,0.0179,0.9496353041738619,15
C6,0.0179,0.9496353041738619,15
ING4,0.0165,0.9573761750901848,13
SLC29A1,0.0161,0.9546262478858053,15
LBP,0.0161,0.9546262478858053,15
RBM15,0.0161,0.9546262478858053,15
SYNM,0.0161,0.9546262478858053,15
CEP350,0.0154,0.958369789371986,14
GPSM3,0.0143,0.9596637609764993,15
PIGK,0.0143,0.9596997645989476,15
ENSA,0.0143,0.9596997645989476,15
TMEM102,0.0143,0.9596997645989476,15
JPT1,0.0143,0.9596997645989476,15
WDR74,0.0143,0.9596997645989476,15
RPL9,0.0143,0.9596997645989476,15
GABPB1,0.0143,0.9596997645989476,15
MRPL3,0.0143,0.9596997645989476,15
HERC2,0.0143,0.9596997645989476,15
ORM2,0.0113,0.968135396630098,15
HSPBAP1,0.011,0.971577682777073,13
ANKRD52,0.011,0.9702256662352539,14
AAK1,0.011,0.970258390096969,14
ENO3,0.011,0.971577682777073,13
MAN2B2,0.0108,0.9696613755106711,15
SPTA1,0.0108,0.9696613755106711,15
C18orf32,0.0107,0.9697698761545686,15
NRF1,0.0107,0.9697157716054021,15
CAMSAP2,0.0107,0.9697698761545686,15
EPHA2,0.0107,0.9697698761545686,15
SUB1,0.0107,0.9697698761545686,15
NPEPL1,0.0107,0.9697157716054021,15
LARP1B,0.0091,0.9787882460225,11
UFSP2,0.0089,0.9747840925301918,15
SRSF5,0.0089,0.9747840925301918,15
NSMCE1,0.0089,0.9747840925301918,15
POLR1A,0.0072,0.9798081453842074,15
GTF2H4,0.0071,0.9798262107739047,15
AATF,0.0071,0.9798262107739047,15
CBLL1,0.0071,0.9798442277615982,15
DHX37,0.0071,0.9798442277615982,15
GABPA,0.0071,0.9798442277615982,15
RPL13,0.0071,0.9798442277615982,15
EEF2K,0.0071,0.9798442277615982,15
GP1BA,0.0055,0.9857869107140622,13
UBL3,0.0055,0.9857869107140622,13
ITGB1,0.0054,0.9848690378083186,15
RAP2C,0.0054,0.9848690378083186,15
POLR3C,0.0054,0.9848690378083186,15
NDUFA5,0.0036,0.9899123964892551,15
NEK7,0.0036,0.9899123964892551,15
FGGY,0.0036,0.9899033618880237,15
TRIP4,0.0036,0.9899214068809781,15
ADD1,0.0036,0.9899214068809781,15
CD276,0.0018,0.9949561096266831,15
MRPL1,0.0018,0.9949561096266831,15
CRYL1,0.0,1.0,15
COPS5,0.0,1.0,15
TEP1,0.0,1.0,15
AFM,0.0,1.0,15
NMI,0.0,1.0,15
KIAA1109,0.0,1.0,11
TRAPPC1,0.0,1.0,15
HACE1,0.0,1.0,11
RPL19,0.0,1.0,15
FAT4,-0.0028,0.9928834319869779,13
TMEM223,-0.0036,0.989885219621927,15
ATP6V0A1,-0.0036,0.9899214068809781,15
NIPSNAP3A,-0.0036,0.9899214068809781,15
RPL23A,-0.0036,0.9899214068809781,15
HIKESHI,-0.0036,0.9899214068809781,15
TARDBP,-0.0036,0.9899214068809781,15
GPN3,-0.0036,0.9899214068809781,15
TCIRG1,-0.0036,0.9899214068809781,15
PRRC2B,-0.0036,0.9899123964892551,15
PEX11B,-0.0054,0.9848690378083186,15
COMMD8,-0.0054,0.9848690378083186,15
MED16,-0.0054,0.9848690378083186,15
ARHGAP32,-0.0055,0.9857869107140622,13
SNAPC5,-0.0061,0.9867429111949892,10
ABLIM3,-0.0061,0.9867429111949892,10
KCTD18,-0.0061,0.9867429111949892,10
PGGT1B,-0.0061,0.9867429111949892,10
SNRNP40,-0.0071,0.9798442277615982,15
MRPL55,-0.0071,0.9798442277615982,15
POLR2D,-0.0071,0.9798442277615982,15
SCAF1,-0.0071,0.9798442277615982,15
PIK3R1,-0.0071,0.9798442277615982,15
C17orf97,-0.0071,0.9798262107739047,15
SPTY2D1,-0.0071,0.9798442277615982,15
ARHGAP23,-0.0071,0.9798442277615982,15
MRPL11,-0.0071,0.9798442277615982,15
EMC4,-0.0072,0.9798081453842074,15
GEMIN7,-0.0083,0.9786227752768685,13
VPS37C,-0.0089,0.9747840925301918,15
DERA,-0.0089,0.9747840925301918,15
INO80,-0.0089,0.9747840925301918,15
FBXW4,-0.0091,0.9788365001441937,11
KLHL8,-0.0091,0.9787882460225,11
TCF4,-0.0105,0.9740990620508823,12
UQCR10,-0.0107,0.9697428601602293,15
RASSF4,-0.0107,0.9697698761545686,15
MRPS33,-0.0107,0.9697698761545686,15
EIF2AK3,-0.011,0.971577682777073,13
KATNAL1,-0.0122,0.9734080635074243,10
KCTD3,-0.0122,0.9734080635074243,10
NUP37,-0.0125,0.9647026906706679,15
PSMA1,-0.0125,0.9647026906706679,15
RFC5,-0.0125,0.9647026906706679,15
HDAC2,-0.0137,0.9681862209072394,11
GNA12,-0.014,0.9655902689187796,12
SCAF4,-0.0143,0.9596997645989476,15
UBQLN1,-0.0143,0.9596997645989476,15
ACTBL2,-0.0143,0.9596997645989476,15
F10,-0.0143,0.9596637609764993,15
TIMMDC1,-0.0161,0.9545856472013283,15
EIF2D,-0.0179,0.9496353041738619,15
LGMN,-0.0179,0.9495903280845187,15
MAP3K6,-0.0179,0.9496353041738619,15
TENT5C,-0.0179,0.9496353041738619,15
AP2B1,-0.0179,0.9495452312876004,15
VAMP5,-0.0179,0.9496353041738619,15
MRPS18C,-0.0179,0.9496353041738619,15
RNF149,-0.0179,0.9495903280845187,15
NOSIP,-0.0182,0.9602404181286242,10
RNF166,-0.0182,0.9602404181286242,10
TRMU,-0.0182,0.9602404181286242,10
ALB,-0.0182,0.9602404181286242,10
ARL5B,-0.0182,0.9602404181286242,10
RHBDD1,-0.0198,0.9464892274080116,14
FUNDC1,-0.021,0.9484022252365222,12
NFATC3,-0.0211,0.9482210756095298,12
NUP54,-0.0214,0.939523974391821,15
GPS1,-0.0214,0.9395779040128779,15
DSP,-0.0214,0.9395779040128779,15
NFYA,-0.0214,0.939523974391821,15
GULP1,-0.0214,0.9395779040128779,15
SELENOF,-0.0214,0.9395779040128779,15
MRPL57,-0.0214,0.9395779040128779,15
IFT140,-0.0214,0.9395779040128779,15
PCNP,-0.0214,0.9395779040128779,15
LYSMD1,-0.022,0.9430297417421802,13
TAF1,-0.0228,0.9469975714556126,11
PSMG2,-0.0232,0.9344938931245853,15
COMMD4,-0.0232,0.9344938931245853,15
POLR3A,-0.0232,0.9344938931245853,15
UBE2V2,-0.0232,0.9344938931245853,15
CWF19L2,-0.0233,0.9344353384120964,15
PSD4,-0.0242,0.9345471690757207,14
NEK6,-0.0242,0.9346189946036425,14
CTH,-0.0245,0.9397100223231515,12
BRD7,-0.025,0.9295289708192378,15
TMUB1,-0.025,0.9295289708192378,15
AP1S1,-0.025,0.9294661103647417,15
AFF4,-0.025,0.9295289708192378,15
GGT6,-0.025,0.9295289708192378,15
EIF2S3,-0.0268,0.9244408019594368,15
TMEM135,-0.0268,0.9244408019594368,15
TNFAIP8L3,-0.0273,0.9365584481926121,11
IL33,-0.0273,0.9365584481926121,11
EVA1B,-0.0275,0.9290117291603509,13
EGFLAM,-0.028,0.9312343512018807,12
SLC25A51,-0.0281,0.9309931502265189,12
BCL7C,-0.0286,0.9194899083821858,15
S100A9,-0.0286,0.9194899083821858,15
MGRN1,-0.0286,0.9194899083821858,15
CDV3,-0.0286,0.9194899083821858,15
CNIH4,-0.0286,0.9194899083821858,15
PHRF1,-0.0286,0.9194899083821858,15
HDLBP,-0.0286,0.9194181435425826,15
SNX3,-0.0286,0.9194181435425826,15
DYNC1H1,-0.0286,0.9194899083821858,15
SRSF6,-0.0303,0.9337729580941466,10
NEK8,-0.0303,0.9337729580941466,10
TRIM11,-0.0304,0.9335717251179998,10
TNXB,-0.0321,0.9094621170945906,15
SELENOK,-0.0321,0.9094621170945906,15
RAP2A,-0.0321,0.9094621170945906,15
NUP205,-0.0321,0.9094621170945906,15
RPL8,-0.0321,0.9094621170945906,15
PADI4,-0.0322,0.909381478053083,15
DRAP1,-0.034,0.9043678210462518,15
BCL2L13,-0.0357,0.8994469934720875,15
SCO2,-0.0357,0.8994469934720875,15
SIN3B,-0.0357,0.8993575141294191,15
SERPINA1,-0.0357,0.8994469934720875,15
USP34,-0.0357,0.8994469934720875,15
MED12,-0.0374,0.8989825443053358,14
RFXANK,-0.0374,0.8990930969739669,14
FBXO11,-0.0374,0.8989825443053358,14
INTS1,-0.0375,0.8943507316442487,15
MT-ND4,-0.0393,0.8894459296739486,15
HP,-0.0393,0.8894459296739486,15
POMGNT1,-0.0393,0.8894459296739486,15
MRPS28,-0.0393,0.8894459296739486,15
SNRNP27,-0.0393,0.8894459296739486,15
TUT4,-0.0393,0.8894459296739486,15
CACTIN,-0.0393,0.8894459296739486,15
COMMD3,-0.0393,0.8893476476289427,15
NUP62,-0.0393,0.8894459296739486,15
CHSY1,-0.0396,0.8930705082200082,14
ARG1,-0.0403,0.8866331418997834,15
MCRIP2,-0.0424,0.9073638178128159,10
RAB11A,-0.0429,0.8792459404060443,15
CUEDC1,-0.0429,0.8794603130258999,15
SOGA1,-0.0429,0.8794603130258999,15
TMA7,-0.0429,0.8794603130258999,15
SEC11C,-0.0429,0.8794603130258999,15
SELENOS,-0.0429,0.8794603130258999,15
C3orf38,-0.0429,0.8794603130258999,15
NRAS,-0.0429,0.8794603130258999,15
CRIPT,-0.0429,0.8794603130258999,15
TNNC2,-0.0429,0.8793532695538793,15
PRKAA1,-0.0429,0.8794603130258999,15
TTC21B,-0.0429,0.8794603130258999,15
GIT2,-0.0447,0.8743623219190316,15
LSM3,-0.0464,0.8694915255450948,15
TIMM10,-0.0464,0.8694915255450948,15
CFAP20,-0.0464,0.8694915255450948,15
LSM6,-0.0465,0.8693757655741949,15
CLEC3B,-0.0465,0.8693757655741949,15
MAP3K11,-0.0483,0.8643937728170601,15
SEC11A,-0.0483,0.8643937728170601,15
