gene,spearman_r,p_value,n_samples
UBR5,0.4696,0.031712559627870514,21
RANGRF,0.4694,0.03179181721860986,21
ACAN,0.4692,0.03689655918142919,20
DENND11,0.4691,0.031918313710665946,21
KIAA0556,0.4691,0.031918313710665946,21
RRP36,0.4691,0.031918313710665946,21
VPS50,0.469,0.0319816174666491,21
XRCC4,0.469,0.0319816174666491,21
PTGES2,0.469,0.0319816174666491,21
COX4I1,0.4689,0.031998141252919124,21
C6orf47,0.4688,0.032044958116342656,21
DYNC2H1,0.4686,0.032125230573012496,21
RILPL1,0.4685,0.032188830634973194,21
ZC3H7B,0.4683,0.03225246751812108,21
MOSPD2,0.4683,0.03225246751812108,21
HS3ST1,0.4679,0.07863023115438063,15
QARS1,0.4678,0.03246114708174049,21
THSD7A,0.4677,0.03252511780345021,21
FAM111B,0.4677,0.043434302113680906,19
CCDC92,0.4677,0.03252511780345021,21
NAB2,0.4675,0.0325891251017163,21
HINT3,0.4675,0.0325891251017163,21
IGLV3-9,0.4675,0.0325891251017163,21
RBCK1,0.4673,0.03267100232130649,21
RUBCN,0.4672,0.032735271087269584,21
MCEMP1,0.4672,0.05864570734617594,17
CKAP2,0.4671,0.03785632426196597,20
PIPOX,0.467,0.10760914039913913,13
IGBP1,0.467,0.03279957635332286,21
RANBP17,0.467,0.10760914039913913,13
RAPH1,0.467,0.03279957635332286,21
SLC25A11,0.4667,0.03294660652294431,21
CLCN2,0.4667,0.17393859716506654,10
FADS3,0.4667,0.043987700236935864,19
CRYL1,0.4665,0.03301121069727866,21
TCHP,0.4665,0.03301121069727866,21
SUGP2,0.4665,0.03301121069727866,21
GIMAP1,0.4664,0.03307585120779391,21
MAP2K5,0.4664,0.03307585120779391,21
RPUSD4,0.4663,0.03820812196748819,20
PCDHGC3,0.4663,0.03820812196748819,20
EFEMP2,0.4662,0.03314052796877139,21
EXOSC3,0.4662,0.03314052796877139,21
PNPLA8,0.4659,0.03328897396674696,21
USP34,0.4659,0.03328897396674696,21
ZNF668,0.4658,0.03847966132693542,20
PIK3IP1,0.4658,0.03847966132693542,20
DUT,0.4657,0.03335395041613055,21
TNXB,0.4657,0.03335395041613055,21
ANKS3,0.4657,0.05957824210811781,17
SNX10,0.4657,0.051465023673024655,18
IGHV3-74,0.4654,0.051601612000717,18
CHKB,0.4652,0.03356856895975862,21
SUB1,0.4651,0.03363388203665651,21
TLR7,0.4651,0.03363388203665651,21
XAGE2,0.465,0.033653267919936634,21
NUP35,0.465,0.033653267919936634,21
ACOT13,0.4649,0.0337188105543828,21
CDK6,0.4649,0.033699231028965625,21
RNF115,0.4648,0.038919325595941634,20
FKBP1B,0.4647,0.03900261948616538,20
RNF4,0.4647,0.06974367557375588,16
CSTA,0.4644,0.03391565413659427,21
TTC33,0.4644,0.03391565413659427,21
FMNL2,0.4644,0.03391565413659427,21
