gene,spearman_r,p_value,n_samples
RPL32,0.1463,0.30083558370141994,52
IWS1,0.1463,0.30070337387354334,52
FCF1,0.1462,0.3812255112046402,38
TNIP2,0.1462,0.37439570833573244,39
RIC8A,0.1462,0.3011836274487414,52
TRIM11,0.146,0.4675826884871746,27
KPNA6,0.146,0.3018457742862514,52
PRPF6,0.146,0.30176544082910073,52
C6orf89,0.1458,0.3334790081835823,46
TAGLN3,0.1458,0.33365688551274947,46
DDX23,0.1456,0.303141960296042,52
GLE1,0.1456,0.30311620934682654,52
PLIN5,0.1455,0.5292829389801046,21
CHAF1B,0.1455,0.6695786456420787,11
AMOTL2,0.1454,0.3086644201199346,51
RREB1,0.1454,0.30359593633488646,52
PIBF1,0.1453,0.3040057540536194,52
UBL7,0.1453,0.3040683828453109,52
POMGNT2,0.1451,0.40553962391393283,35
UBE2D2,0.1451,0.4525634053362092,29
CDPF1,0.1451,0.3914317828402604,37
KLF13,0.145,0.40593142403192756,35
ODR4,0.1449,0.3053711511557097,52
SLC35B3,0.1446,0.37347926176648727,40
IFT81,0.1446,0.3062676699936596,52
ARPC1A,0.1445,0.3067635048869129,52
MRPS18A,0.1444,0.3072179648544202,52
VBP1,0.1444,0.30709427263066574,52
UBAP2L,0.144,0.5564718485722339,19
SNRNP200,0.1439,0.3087275872994769,52
RPS4X,0.1438,0.3090084140337664,52
FUS,0.1437,0.3093091729228578,52
IGF2BP1,0.1437,0.4248833013492505,33
SF3B4,0.1437,0.3094543989559671,52
IDH3G,0.1436,0.30993054639632966,52
MT1E,0.1434,0.3103371100589623,52
PTPN2,0.1433,0.3107419959454809,52
NT5C1A,0.1431,0.6110227517003665,15
TSEN2,0.1429,0.6115222287644656,15
SLC19A3,0.1429,0.6261174762253241,14
LRRC41,0.1428,0.31256641919725897,52
NEMP1,0.1424,0.4447754930851883,31
RWDD2A,0.1423,0.5384797047450258,21
PET117,0.1422,0.3298589554172681,49
VASH1,0.1418,0.4715981306989436,28
NDUFA13,0.1418,0.3160880469747201,52
SAE1,0.1416,0.3166356549557853,52
RBM10,0.1416,0.3167935513777931,52
DHX34,0.1415,0.4245721711541042,34
GAS2,0.1414,0.31736145060249343,52
IYD,0.1413,0.3176463119876431,52
CSNK2B,0.1413,0.31786871382040843,52
EBNA1BP2,0.141,0.3186603574083875,52
FOXK2,0.141,0.31857684132957453,52
TM2D3,0.1408,0.40600142576222803,37
TLE5,0.1407,0.3196808018481213,52
NXF1,0.1407,0.3196243461840282,52
PHF23,0.1407,0.3198353055214506,52
ATP6V1G3,0.1406,0.3933287221625383,39
ZNF326,0.1403,0.32109913648973604,52
NOC2L,0.1402,0.3216631312038067,52
RBM22,0.1401,0.32187470363046744,52
KIN,0.14,0.3223903191648119,52
PSMA5,0.14,0.3223739582378144,52
GM2A,0.14,0.32222489069015303,52
C11orf58,0.1399,0.3224947671441188,52
SPOCD1,0.1396,0.35471291728215704,46
FAM92B,0.1396,0.3780851235861554,42
YWHAQ,0.1395,0.32411399824226356,52
TIPRL,0.1395,0.32411399824226356,52
CEBPG,0.1394,0.7009318849100584,10
SCG2,0.1393,0.6205460876279013,15
NDRG4,0.1392,0.4977482612946181,26
PROS1,0.1391,0.32554574418401017,52
DCAF13,0.139,0.32573108104763016,52
RPS18,0.1389,0.32622329320018284,52
KDM1B,0.1389,0.4121307789893765,37
AADAT,0.1388,0.3264256962447074,52
RPS24,0.1387,0.3268454001739977,52
TRMT2B,0.1387,0.49025888090604003,27
TIMELESS,0.1386,0.5958537978363835,17
PLD2,0.1386,0.34753088433032076,48
SFR1,0.1385,0.6368849912650185,14
CBLL1,0.1385,0.3275144772842855,52
LNX1,0.1383,0.609400173254655,16
SLC22A8,0.1382,0.32853295508458313,52
PEF1,0.138,0.3291584036208176,52
SAFB,0.1376,0.33063489712735133,52
LSM4,0.1373,0.3315970278911382,52
LMF1,0.1372,0.33211515926231083,52
PPP2R1B,0.1371,0.33231921831631034,52
RPL14,0.1371,0.33232963981050834,52
MELTF,0.137,0.446956509800434,33
UTP20,0.1369,0.33300663375250444,52
ANGEL2,0.1367,0.3438791002483889,50
SELENOS,0.1367,0.3337889445561197,52
DUS1L,0.1366,0.3343572148771689,52
TMEM82,0.1366,0.6720542172178204,12
PSMD8,0.1365,0.3346728770056067,52
SRRM2,0.1365,0.33475623044212127,52
GRAMD1A,0.1362,0.4353618723440486,35
KHDRBS1,0.1361,0.33593724952073156,52
DSTYK,0.1358,0.3472119683244639,50
IGHV4-28,0.1358,0.33715231070573315,52
MANBAL,0.1357,0.3376229960613693,52
MRPL57,0.1357,0.3576169466422887,48
VPS53,0.1357,0.33752925744371837,52
SEC61A1,0.1357,0.33754241292284537,52
BAD,0.1356,0.33794047307031605,52
RPL36,0.1355,0.3380029376947973,52
ANAPC1,0.1354,0.33856310092887426,52
RAC3,0.1353,0.6173674089706421,16
UTP11,0.1353,0.3539545806929348,49
WDR53,0.1353,0.6173674089706421,16
MORF4L2,0.1352,0.33918087662437496,52
RFXAP,0.1352,0.3758849558568987,45
PDS5A,0.1351,0.3396802875063448,52
SULT2B1,0.1351,0.5813619464266702,19
CDC5L,0.135,0.3400531551762368,52
IGLV2-23,0.135,0.6055199569147693,17
RPP25L,0.135,0.3399906915357135,52
IGKV3OR2-268,0.1349,0.5708188603866897,20
CD83,0.1348,0.6059663630124607,17
MRFAP1,0.1347,0.4137090936655042,39
ISG20L2,0.1346,0.3413889755982507,52
SUN1,0.1344,0.34225761771994884,52
SMG7,0.1342,0.34272218837680785,52
MYO10,0.1341,0.3433526226676949,52
