gene,spearman_r,p_value,n_samples
MRPL54,0.188,0.31972403102376973,30
INPP5E,0.1879,0.6032176100292089,10
BTG1,0.1879,0.6032176100292089,10
PCNP,0.1878,0.3203623493104466,30
ADD1,0.1878,0.32019782696214805,30
APEX1,0.1878,0.32025268025381126,30
ABCD4,0.1876,0.32078198106430716,30
CHCHD1,0.1876,0.320891668586795,30
PCGF1,0.1874,0.4289523125300877,20
POT1,0.1871,0.32211675384612254,30
SLC49A4,0.1869,0.4882401123243094,16
MAPKBP1,0.1869,0.32259322879097074,30
LZTR1,0.1869,0.3226480555108823,30
UNC45B,0.1868,0.5225040123791592,14
ZBTB14,0.1867,0.32318000942702285,30
ZC3H18,0.1867,0.3231251740345662,30
MAP1LC3A,0.1864,0.34226035432350216,28
C1orf174,0.1863,0.3243007150427684,30
SRP72,0.1863,0.3243555421839984,30
RSL1D1,0.1862,0.32441035672159024,30
STK19,0.1859,0.43273596876265996,20
SPAST,0.1859,0.32525948516803943,30
PNN,0.1858,0.3256433015220353,30
MED27,0.1858,0.3256980819106049,30
ACVRL1,0.1856,0.35394521788991107,27
AK8,0.1856,0.3444962655311407,28
AP3M2,0.1856,0.32623335768704265,30
TMEM214,0.1852,0.32725106559812683,30
TAF8,0.185,0.3276237844781183,30
IGHV3-73,0.1849,0.32806222436266635,30
SLC6A6,0.1848,0.4628263020603327,18
SUCLG2,0.1847,0.3285453766461413,30
PSMD8,0.1847,0.32849059600952774,30
MR1,0.1843,0.3384634972062548,29
UQCRFS1,0.1842,0.3297874737491336,30
ZFP90,0.1841,0.5113195510598074,15
RFFL,0.184,0.33027260705147204,30
C12orf66,0.184,0.3303821218292037,30
CTSL,0.184,0.3303821218292037,30
MRPS9,0.1839,0.3307583686740654,30
SCUBE1,0.1836,0.33151864541131665,30
ANKHD1-EIF4EBP3,0.1836,0.413519052280559,22
RPA3,0.1829,0.3333651921923185,30
MAGOH,0.1828,0.3426620181383207,29
LGSN,0.1828,0.3426620181383207,29
PPP4C,0.1827,0.33390905841802593,30
POLR3D,0.1827,0.33385433269030046,30
RPN1,0.1827,0.3339637713440648,30
EBP,0.1826,0.3929703281231789,24
HACE1,0.1826,0.3340184714730011,30
TSPAN4,0.1826,0.3619073987136767,27
KAT8,0.1825,0.3342893469091385,30
MGRN1,0.1825,0.33450829918615016,30
SHC3,0.1824,0.6140677514955036,10
SUMO2,0.1823,0.3350534829005291,30
MBL2,0.1821,0.33546907868661885,30
COQ3,0.182,0.3357634365276969,30
LRRK1,0.182,0.3357623981834677,30
AKAP5,0.182,0.3840204105051537,25
BUD23,0.1819,0.33614581912564123,30
SREBF1,0.1818,0.43023793249590314,21
JOSD2,0.1814,0.3374049443353661,30
GLE1,0.1814,0.3372955159146249,30
GARNL3,0.1813,0.5532950092839335,13
BRDT,0.1813,0.5532950092839335,13
PPCS,0.1811,0.3381174882700918,30
NF2,0.1811,0.3381174882700918,30
SCLT1,0.1811,0.3381174882700918,30
POLL,0.181,0.3762828410524922,26
INTS13,0.1809,0.3388306028207364,30
AGRN,0.1809,0.3386666430264861,30
HBG1,0.1807,0.4210217663345689,22
RPE,0.1806,0.33965753433645646,30
WDR54,0.1805,0.3398762623511284,30
RPL7L1,0.1805,0.3398762623511284,30
GRAMD2A,0.1804,0.4101551731794584,23
RNF130,0.1804,0.3881228047667996,25
NABP2,0.1803,0.34048205245138136,30
PHF12,0.1801,0.34097919200134513,30
SECTM1,0.1801,0.38905950204917494,25
NDUFA2,0.18,0.3412523548230721,30
ZNF800,0.18,0.34119774814580783,30
WASHC1,0.18,0.34114312852973305,30
ATP6V0A1,0.1799,0.4351266183419431,21
TOX4,0.1798,0.34169559274997036,30
KDM5A,0.1794,0.3429663511375349,30
KCNAB1,0.179,0.46335420118002757,19
LAMTOR4,0.1789,0.3440759092989671,30
STOML1,0.1789,0.38181105129065696,26
